dir,seq,pulse_us,theta_deg,sd,n
kup,2056,1520,7.087167155430716,0.18569872524422584,13
kup,2057,1520,7.230721802762957,0.27667826938047907,13
kup,2058,1520,7.137434386782797,0.22555166756468067,13
kup,2059,1520,7.296892753529409,0.21343667714752768,13
kup,2060,1520,7.52197654363436,0.2370329357184794,13
kup,2061,1520,7.391668656000362,0.26555953873394794,13
kup,2062,1520,7.4856378240185455,0.16571962651062594,13
kup,2063,1520,7.498706046849408,0.25250494833579146,13
kup,2064,1520,7.5922485062174525,0.3120939364667997,13
kup,2065,1520,7.612936254802173,0.2328005664098649,13
kup,2066,1520,7.551629450399911,0.27377114398962565,13
kup,2067,1520,7.622052962433809,0.22002176903421425,13
kup,2068,1520,7.573759606185291,0.32469272021601814,13
kup,2069,1520,7.677162967484435,0.1832347474273505,13
kup,2070,1520,7.752931539767415,0.2114639928526954,13
kup,2071,1520,7.667486921750994,0.24295743922160654,13
kup,2072,1520,7.786896144446886,0.1848499006719478,13
